recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,class,egoTrackId,ego_xCenter,ego_yCenter,ego_xVelocity,ego_yVelocity,ego_lonVelocity,ego_latVelocity,ego_heading,ego_speed_mps,ego_speed_kph,rel_x_to_ego,rel_y_to_ego,rel_vx_to_ego,rel_vy_to_ego,rel_speed_to_ego,distance_to_ego,is_ego,event_id,is_primary_actor,event_peak_frame,event_start_frame,event_end_frame,pair_type,risk_score_peak,event_min_ttc,event_min_dcpa,event_min_distance,dist_threshold_used,ttc_threshold_used,dcpa_threshold_used,min_rel_speed_threshold_used,ego_speed_mps_peak,ego_speed_kph_peak
9,339,13080,313,78.9102,-24.0691,203.1349,1.9104,3.7486,-5.7693,-2.4201,-0.9281,-0.7119,6.2562,0.0412,1.1332,-0.29,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,1,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,343,13080,235,67.6349,-30.909,202.9057,1.9882,4.107,-7.5501,-3.0681,-0.4714,0.1492,8.1489,0.1125,0.3761,0.3209,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,345,13080,129,95.3002,-33.4398,140.5673,2.0301,4.4565,-6.3839,5.1171,-1.4478,-1.6823,8.181,-0.1026,0.0497,-2.219,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,349,13080,7,46.1309,-43.5082,340.9777,2.0925,4.5452,7.2859,-2.6117,-0.0922,-1.3521,7.7393,0.0943,0.3535,1.3083,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,339,13081,314,78.6788,-24.1668,203.2236,1.9104,3.7486,-5.8074,-2.4517,-0.8541,-0.7291,6.3036,0.0369,1.0724,-0.3332,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,1,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,343,13081,236,67.3334,-31.0321,202.8944,1.9882,4.107,-7.5704,-3.064,-0.4867,0.2335,8.166,0.1225,0.3575,0.4045,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,345,13081,130,95.0442,-33.2365,141.1547,2.0301,4.4565,-6.4469,5.0523,-1.4616,-1.7258,8.19,-0.1087,0.0559,-2.2609,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,349,13081,8,46.4262,-43.6134,340.755,2.0925,4.5452,7.286,-2.6655,-0.1798,-1.3755,7.7574,0.1151,0.2836,1.3579,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,339,13082,315,78.4451,-24.2662,203.3351,1.9104,3.7486,-5.8423,-2.4837,-0.7793,-0.7433,6.3482,0.0336,1.0099,-0.3738,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,1,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
9,343,13082,237,67.0311,-31.1557,202.873,1.9882,4.107,-7.5916,-3.0561,-0.5004,0.3195,8.1826,0.135,0.3368,0.4889,car,350,,,,,,,,,,,,,,,,0,09_339_350_13155_ego_350,0,13155,13155,13160,vehicle_vehicle,0.40471304114998286,1.5978679522386656,1.329370724451905,13.24198733763176,15.0,3.0,3.5,0.8,2.7669495206815755,9.961018274453671
