recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,class,egoTrackId,ego_xCenter,ego_yCenter,ego_xVelocity,ego_yVelocity,ego_lonVelocity,ego_latVelocity,ego_heading,ego_speed_mps,ego_speed_kph,rel_x_to_ego,rel_y_to_ego,rel_vx_to_ego,rel_vy_to_ego,rel_speed_to_ego,distance_to_ego,is_ego,event_id,is_primary_actor,event_peak_frame,event_start_frame,event_end_frame,pair_type,risk_score_peak,event_min_ttc,event_min_dcpa,event_min_distance,dist_threshold_used,ttc_threshold_used,dcpa_threshold_used,min_rel_speed_threshold_used,ego_speed_mps_peak,ego_speed_kph_peak
23,148,7480,214,61.4195,-43.5879,256.0785,1.9809,4.1326,-1.4823,-7.3283,2.0386,-1.0323,7.4697,-0.3244,0.5116,-2.2271,car,148,61.4195,-43.5879,-1.4823,-7.3283,7.4697,-0.3244,256.0785,7.476710117424641,26.916156422728708,0.0,0.0,0.0,0.0,0.0,0.0,1,23_148_151_7555_ego_148,1,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,150,7480,120,75.5347,-74.9836,45.2906,1.8354,2.918,2.2863,2.3102,1.1997,0.0448,3.2503,-0.0004,0.8758,0.8211,car,148,61.4195,-43.5879,-1.4823,-7.3283,7.4697,-0.3244,256.0785,7.476710117424641,26.916156422728708,14.115200000000002,-31.395699999999998,3.7686,9.6385,10.349059291066025,34.422795492667355,0,23_148_151_7555_ego_148,0,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,151,7480,43,70.4602,-83.1897,63.6876,2.0842,4.5629,1.2057,2.2884,-0.0779,-0.2406,2.5858,0.0664,-0.2502,0.0368,car,148,61.4195,-43.5879,-1.4823,-7.3283,7.4697,-0.3244,256.0785,7.476710117424641,26.916156422728708,9.040700000000001,-39.601800000000004,2.6879999999999997,9.6167,9.98530234344459,40.62064524019775,0,23_148_151_7555_ego_148,1,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,152,7480,41,51.3084,-45.734,335.5154,2.0882,4.4447,3.591,-1.9643,-1.1823,-0.1851,4.0822,0.2993,-0.9993,0.6585,car,148,61.4195,-43.5879,-1.4823,-7.3283,7.4697,-0.3244,256.0785,7.476710117424641,26.916156422728708,-10.1111,-2.146100000000004,5.0733,5.364,7.383147627536646,10.336347924678234,0,23_148_151_7555_ego_148,0,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,148,7481,215,61.3596,-43.8822,256.856,1.9809,4.1326,-1.4005,-7.3739,2.078,-0.9883,7.4991,-0.313,0.4899,-2.2483,car,148,61.3596,-43.8822,-1.4005,-7.3739,7.4991,-0.313,256.856,7.505717917694483,27.02058450370014,0.0,0.0,0.0,0.0,0.0,0.0,1,23_148_151_7555_ego_148,1,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,150,7481,121,75.6273,-74.8915,44.7941,1.8354,2.918,2.3305,2.3075,1.2396,0.0437,3.2796,0.0044,0.9105,0.8424,car,148,61.3596,-43.8822,-1.4005,-7.3739,7.4991,-0.313,256.856,7.505717917694483,27.02058450370014,14.267700000000005,-31.009299999999996,3.731,9.6814,10.37544538610271,34.13420498239266,0,23_148_151_7555_ego_148,0,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,151,7481,44,70.5079,-83.0985,63.687,2.0842,4.5629,1.2032,2.2776,-0.0769,-0.2347,2.575,0.0689,-0.2445,0.0351,car,148,61.3596,-43.8822,-1.4005,-7.3739,7.4991,-0.313,256.856,7.505717917694483,27.02058450370014,9.148300000000006,-39.216300000000004,2.6037,9.6515,9.996534696583613,40.269213781498145,0,23_148_151_7555_ego_148,1,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,152,7481,42,51.4514,-45.8125,335.1799,2.0882,4.4447,3.5473,-1.9722,-1.0954,-0.2267,4.0475,0.301,-0.8991,0.6656,car,148,61.3596,-43.8822,-1.4005,-7.3739,7.4991,-0.313,256.856,7.505717917694483,27.02058450370014,-9.9082,-1.9303000000000026,4.9478,5.4017,7.325236360009143,10.09447796223262,0,23_148_151_7555_ego_148,0,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,148,7482,216,61.3039,-44.1784,257.6327,1.9809,4.1326,-1.3165,-7.4175,2.1168,-0.94,7.5273,-0.3027,0.4649,-2.269,car,148,61.3039,-44.1784,-1.3165,-7.4175,7.5273,-0.3027,257.6327,7.533424088686366,27.120326719270917,0.0,0.0,0.0,0.0,0.0,0.0,1,23_148_151_7555_ego_148,1,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
23,150,7482,122,75.7212,-74.8002,44.3131,1.8354,2.918,2.3764,2.3052,1.2834,0.047,3.3108,0.0106,0.9511,0.8629,car,148,61.3039,-44.1784,-1.3165,-7.4175,7.5273,-0.3027,257.6327,7.533424088686366,27.120326719270917,14.417299999999997,-30.6218,3.6929,9.7227,10.40040411234102,33.84602154655699,0,23_148_151_7555_ego_148,0,7555,7555,7557,vehicle_vehicle,0.21080930975981185,2.014529822518599,2.79471695202467,14.322129855576653,15.0,3.0,3.5,0.8,6.578647745547712,23.68313188397176
