recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,class,egoTrackId,ego_xCenter,ego_yCenter,ego_xVelocity,ego_yVelocity,ego_lonVelocity,ego_latVelocity,ego_heading,ego_speed_mps,ego_speed_kph,rel_x_to_ego,rel_y_to_ego,rel_vx_to_ego,rel_vy_to_ego,rel_speed_to_ego,distance_to_ego,is_ego,event_id,is_primary_actor,event_peak_frame,event_start_frame,event_end_frame,pair_type,risk_score_peak,event_min_ttc,event_min_dcpa,event_min_distance,dist_threshold_used,ttc_threshold_used,dcpa_threshold_used,min_rel_speed_threshold_used,ego_speed_mps_peak,ego_speed_kph_peak
5,290,10888,89,85.5705,-20.474,228.4767,1.9802,4.1774,-2.2042,-2.0863,-1.3562,-0.3347,3.0231,0.2672,1.1497,0.7935,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,291,10888,86,109.467,-47.363,147.9973,3.3394,11.0471,-6.0594,4.3671,1.145,1.1053,7.4529,0.4922,-0.3852,1.5442,truck,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,1,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,292,10888,50,120.7387,-45.761,141.8954,2.3205,4.8798,-7.866,6.984,2.6555,1.8415,10.4994,0.6415,-0.9532,3.0878,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,290,10889,90,85.4807,-20.5573,228.0784,1.9802,4.1774,-2.2599,-2.1053,-1.4162,-0.3355,3.0763,0.275,1.1958,0.8296,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,291,10889,87,109.2249,-47.1874,147.4949,3.3394,11.0471,-6.0123,4.4141,1.1401,1.0986,7.4424,0.4917,-0.3712,1.5392,truck,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,1,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,292,10889,51,120.4265,-45.4794,141.1894,2.3205,4.8798,-7.7602,7.0615,2.665,1.8312,10.4727,0.6388,-0.9289,3.0971,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,290,10890,91,85.3892,-20.6416,227.6737,1.9802,4.1774,-2.3181,-2.1244,-1.4747,-0.3306,3.1315,0.2833,1.2373,0.8677,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,291,10890,88,108.9847,-47.01,146.9922,3.3394,11.0471,-5.965,4.4608,1.1337,1.0891,7.4323,0.4913,-0.3574,1.5309,truck,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,1,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,292,10890,52,120.1179,-45.1943,140.4694,2.3205,4.8798,-7.6538,7.1382,2.6747,1.8172,10.4466,0.634,-0.9063,3.104,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
5,290,10891,92,85.2956,-20.7274,227.2682,1.9802,4.1774,-2.3787,-2.143,-1.5316,-0.3201,3.1882,0.293,1.2744,0.9078,car,294,,,,,,,,,,,,,,,,0,05_291_294_10963_ego_294,0,10963,10963,10964,vehicle_vehicle,0.17015323372962535,1.9991964023676478,3.2615272711857566,14.588691245276252,15.0,3.0,3.5,0.8,1.9167917596859603,6.900450334869457
